sentence,contains_bad_word
"sumpah ya ini tuh mereka udah ganteng pake item2, kameranya juga ga banyak gaya, EH SI ANJING MALAH NYOROT AUDIENCE",1
Benci plk aku tengok bangsat ni fvck,1
Kami tidak punya anjing.,0
itu yg goodlooking tpi sok2 an insecure biar apa si anjing?,1
Mereka menontonnya di bioskop.,0
TANAM TANAM UBI TAK PERLU DIBAJE BACOT KALIAN BABI KITA GELUT SAJE SEMARAKKAN HARI INI BAKU HANTAM RAMAI2 PUKUL KANAN TENDANG KIRI KU TAK INGIN KALIAN DAMAI,1
Itu ide yang sangat buruk.,0
Istri Selingkuh Tabrak Suami Pakai Mobil Hingga Cacat,0
Ini adalah masalah tidak memiliki pasien.,0
"Ini adalah solusi tidak resmi, Liq.",0
"Di hari yang panas, saya memakai kemeja flanel ke kantor.",0
"Anda mendapat batas waktu sepuluh menit, tetapi terkadang Anda akan diminta untuk mengakhiri lebih awal.",0
"Dia memiliki praktik pribadi dan publik, serta bisnis lain untuk difokuskan.",0
"Pelacur kau, kau tidak punya otak!",1
 babi kamu jaringan cacat ,1
"Memek lo udah kayak kuburan berjalan, jorok banget, serem lagi diliatin. Lo itu nggak tau sopan santun sama sekali, nggak punya otak, dan nggak bisa mikir. Jangan harap lo bisa sukses, bodoh amat sih lo! Lo itu nggak ada artinya sama sekali, dan nggak ada yang lebih nggak berguna dari lo. Aku nggak bisa percaya, kenapa orang kayak lo itu masih ada di dunia ini, mending pergi jauh-jauh aja dari sini, biar nggak bikin orang lain benci melihat tingkah lakumu yang nggak karuan.",1
Jon memanggil pria itu.,0
Judul ditempatkan karena pengendapan asam yang meluas dan tidak bertanggung jawab.,0
"Setelah tidak berbicara dengan San Barenakedino untuk beberapa saat, Clarisse dan Onardo bertanya-tanya bagaimana keadaannya.",0
"Bejat,bangsat,biadab tuh orang",1
intinya semangat kak! omongan jelek orang lain gausah di denger. ,1
Ribuan ternak babi mati di Sumatera Utara karena wabah demam babi afrika sejak enam bulan lalu disusul gejala serupa di Bali dan NTT. ,0
Beberapa orang Afrika akan kelaparan dan yang lainnya akan berkembang.,0
Perek! Lo itu cuma tukang obrolan murahan dan gak ada gunanya sama sekali.,1
Apa yang kamu pikirkan tentang kehidupan di kota besar? Aku suka kota besar karena ada banyak kesempatan dan kegiatan yang bisa dilakukan.,0
 hehe sih mahfud md sudah mengikuti geng sih prabowo dan oposisi tolol ,1
Kepala mana kau hahahahaha. Anjing.,1
"Tolol, kau benar-benar bodoh dan tidak bisa berpikir jernih untuk menyelesaikan masalah!",1
Obsesi diri boomer adalah salah satu alasan kebangkitan remaja.,0
"Wow, kamu berhasil menyelesaikan game dalam waktu singkat. Bagaimana kamu melakukannya? Bolehkah aku minta tips dan saran tentang cara menyelesaikan game secara efisien?",0
"Nak sabit mcm mana, perbicaraan belum mula... Waduhhhhh kandang babi mana kau keluar ni... ",1
Apakah seseorang memberi Anda kiln Anda?,0
Simmons menolak mengomentari apa yang diberitahukan kepada tuan tanah.,0
Begadang mulu apa tidak takut mati?,1
"Royal Opera melakukan berbagai pertunjukan lainnya, bukan hanya Palestrina.",0
Kalian cocok ko :) sama sama bajingan !!,1
Tidak ada legenda di sini.,0
kamar gua kebocoran jdi banjir bangsat,1
"Sialan, nggak pernah bisa ngandelin lu.",1
Orang yang tidak secara sukarela menyimpan uang cenderung tidak memiliki rekening bank.,0
ANJING LO HAHAHAHAH,1
"Tolol, kau benar-benar bodoh! Brengsek, kau selalu merusak semuanya!",1
ga usah so islami kalo kelakuan masih bangsat! gua ga seneng sama lu,1
"apasih ngentot kontol asu babi memek, ginian aja lu share di base. anjay.",1
Bajak laut Bertrand de Montluc menghindari pulau kaya itu karena garnisunnya yang bersenjata lengkap.,0
Sebagian besar kegiatan yang diambil di bawah tindakan pengaturan lebih dari 12 bulan.,0
Bangsat lo! Kau selalu bikin masalah dan nggak pernah bisa bertanggung jawab atas tindakanmu.,1
Tahun pertama sangat berat.,0
Saya melihat Tipper bersamanya di film.,0
Dasar cowok bangsat!!,1
Tolol banget sih lu!,1
"oh, apakah itu? mustahil",0
Mengurangi jadwal proyek dan biaya yang terkait dengan konstruksi meningkatkan keuntungan perusahaan.,0
fuck..benar!! ustad bajingan!! sialan!!,1
Oke saya akan mengingatnya. Anda melayani itu untuk diri sendiri atau keluarga.,0
 kamu saja mainan hole baru aku mau cari titit baru ,1
Woii siapa yg mainin saklar lampunya mati hidup,0
Apa kamu ingin mengikuti influencer di media sosial? Kita bisa mencari influencer yang menarik dan berguna untuk diikuti.,0
besok dia meminta bubarkan tentara nasional indonesia ,1
nih ya baca tai sudah dong jangan spam meminta kado ,1
"Saya senang menyumbang untuk tujuan apa pun, meskipun saya tidak tahu banyak tentang mereka.",0
Saya bermain bola di perguruan tinggi.,0
Topeng Monyet lg beraksi di trans tv,0
Titid monyet lu,1
Fpi isinya org bajingan tp pengecut semua....,1
Kami menghemat satu ton tahun ini.,0
Dia meminta Tuppence duduk di kursi.,0
"Memek lo udah kayak palung laut, beneran masih perawan?",1
Slate terkadang mencakup masalah pajak.,0
Carolina Utara adalah sebuah county,0
Pemerintah perlu menciptakan insentif untuk mendapatkan dan mempertahankan karyawan.,0
ANJING AH KETAWAAA,1
 ya goblok untung saya cebong happy bukan yang dungu versi gerung gerung ,1
Dasar Bajingan!,1
"monyet itu emang trus nyerang NU Banser dan Ulama NU ,semakin kurang ajar emang",1
"YANG BERKUASA ORANG2 KEPARAT BAJINGAN SEMUA....,HANCUUURRRR",1
Investasi dalam negeri paling menguntungkan.,0
Kalian cocok ko :) sama sama bajingan !!,1
 apa sih tidak jelas kamu bangkai ,1
Bajingan! Gw nggak pernah suka sama lo dan sikap lo yang sok jago.,1
lo perek pemalan pejuh belaga pake hijab segala. Neraka buat lo anjing,1
Kamu tahu tidak cara membuat masker wajah yang alami dan efektif? Aku ingin merawat kulit wajahku dengan benar.,0
"Saat kita berbicara dengan orang lain, penting untuk memperhatikan intonasi suara kita agar pesan yang disampaikan tidak disalahpahami oleh orang lain.",0
"Dasar bajingan, nggak ada hati nurani lu.",1
"Eh nyet... Kalo lu survey nya di kandang monyet, pasti monyet juga yg menang....",1
Tommy menyerahkan buku catatan merah kepada Tuppence.,0
"Tai anjing, kau membuatku muak!",1
Kamu baru saja memposting foto tentang karya seni yang kamu lihat. Bagaimana kamu menemukan karya seni tersebut? Bolehkah aku minta rekomendasi galeri seni yang menarik untuk dikunjungi?,0
Tidak ada yang menonton nbc.,0
Banyak nya setan berkeliaran.. berbisik2 tentang lazatnya makanan. Best nya tido. ,0
"Dasar bajingan, nggak ada otaknya.",1
"lu punya anak koq ajarin pake baju kaya pelacur,? Gimana si elu! Bajingan banget lu endut!",1
Nurani anjingmu kebanyakan makan anjing sama babi jadi tingka lakumu ngga bedah jauh bangsat,0
Orang Texas selalu memiliki berbagai macam pakaian musiman.,0
Marching owl band dikenal karena kemampuan komedinya.,0
Tindakan pengaturan dapat dilakukan dalam waktu 12 bulan ke depan.,0
"Koplak, kau benar-benar konyol!",1
"Hanya Orang TOLOL, munafik, dan penjilat yg menyatakan mereka yg jujur dan kerja keras sbg plonga plongo.",1
Aku melompat ke salju.,0
"Goblok banget sih lo, nggak ada gunanya!",1
Meninggalkan Anda dengan banyak waktu untuk anak-anak Anda.,0
Bill Clinton bukanlah pemerkosa,0
Saya telah menemukan jawabannya.,0
"Kambing kau, kau selalu bertingkah seolah-olah kau tahu segalanya!",1
Tabungan nonfederal bersih lebih besar dari tabungan federal bersih.,0
 penipu koruptor adalah warisan dari bapaknya,1
Tuppence membuat Whittington tidak nyaman dan berusaha menghindarinya.,0
Sebuah prisma akan diperlukan untuk membedakan budaya politik apa yang menghasilkan Nixon dengan budaya kita sendiri.,0
alam tidak menipu pak lukman tapi alquran harus dipercaya dari allah subhanahu wa taala menipu nabi diangkat allah subhanahu wa taala juga menipu,1
Apa kamu sering memainkan game yang serupa dengan game ini? Aku ingin tahu game apa yang sejenis dan menarik untuk dimainkan.,0
 bokep auto no titit siap jadi temannya lulove ,1
 bu susi memang cuilan titit bernyawa ini punya pikiran kalau punya dimana letaknya beberapa kali dicari pakai global positioning system dan google map tidak ketemu ,1
Itu sangat kuat dan tidak rapuh sama sekali.,0
"Saat kita berbicara dengan orang yang sedang dalam situasi sulit atau sedih, penting untuk mendengarkan dengan empati dan memberikan dukungan moral.",0
"Sebenernya lu bisa dituntut sih, orang bayar asuransi kok barang ampe ilang, penanganan juga gakniat begini. Tolol",1
Saya melihat bahwa!,0
Ini memberikan rincian biaya dan dampak dari skenario.,0
Tolong untuk teman-temanku jangan jadi setan yang coba merusak usaha dietku ya,1
"Anjing betul yg bawa mobilnya, buta matanya",1
Dia adalah nyonya yang buruk.,0
"Tadinya mau beli anjing buat jadi temen. Tapi, udah banyak temen yang pada kaya anjing ",1
Koran itu tidak menyatakan sebanyak itu.,0
tahu tempe digoreng pake minyak babi haram,1
Topeng monyet ... Tontonan yang udah jarang banget . tapi peminatnya masih banyak,0
lu cacar air gue dulu cacar monyet,0
basuki bkn setan tp Dajjal dedengkot setan,1
"Saat kita mencari pekerjaan, penting untuk memilih karir yang sesuai dengan minat dan keahlian kita, serta memiliki visi yang jelas untuk masa depan kita.",0
yaelah malah di terobos lampu merah kalem bro itu polisi di belakang kita saja menerobos itu mengejar kita dongok ,1
Babi! Lo nggak bisa mikir apa-apa!,1
Goblok! Lo itu nggak punya otak dan cuma bisa bikin orang lain susah.,1
Tindakan pengaturan dapat dilakukan dalam waktu 12 bulan ke depan.,0
Tidak ada bedanya warna apa yang dipakai seseorang.,0
Flaws on your face looks beautiful with a nice camera. Dapat camera phone baling anjing.. hmmm,1
Pengujian merupakan bagian integral untuk membuat pesawat aman.,0
Kelompok latihan tidak diizinkan untuk mengerjakan soal-soal ini.,0
Hubungan antara pasien ED ketergantungan alkohol harus dieksplorasi.,0
"Klopot, lu pikir bisa ngatur hidup gue?",1
"Pengendara bangsat, bajingan !",1
tidak usah kepedean bilang kamu bisa sembuhkan kamu punya titit bukan memek ,1
Makam/Pilar Absalom adalah bangunan terbesar di area tersebut.,0
acara berikutnya bang karni saya usul lindungi anak dari bahaya mengaji alquran,1
"Dia sangat pekerja keras dan telah membantu tim mencapai banyak hal, saya tidak melihat ada yang salah dengan membayarnya gaji satu juta dolar.",0
"Tukang copet! Lo itu cuma tukang ambil yang bukan punya lo, dasar haram jadah!",1
ANJING!! AKUN TOLOL,1
Inggris membangun rumah perahu mewah di danau dekat Srinagar pada abad ke-19.,0
 cebong belum gubernur aceh itu pak ai pengusungnya partai demokrasi indonesia perjuangan ,1
Sudah berapa lama kamu mengeksplorasi seni dan budaya di lingkunganmu? Aku ingin tahu seberapa sering kamu mengeksplorasi seni dan budaya yang ada di sekitarmu.,0
Si anjing jualan obat.. wkwk,1
 bajingan ya blok saja ,1
Luhut si muka bajingan skrng perusahaany bnyk duit dr mn dia,1
Informasi ini dikembangkan berkat dana federal tambahan.,0
Ibuku membuatku mengambil alih hal-hal yang gagal dilakukan ayahku.,0
Permainan-permainan itu sangat membosankan.,0
Wanita itu sangat religius.,0
"Dia hanya bandit tua, bajingan tengik, dia hanya cahaya yang kian meredup, dan tak kuasa menahan beban hidupnya sendiri.",1
"kok bisa sih cewe ngerubah cowoknya jd ga friendly, aku mau nangis darah juga gakan pernah bisa bikin cowok aku jd ga frendly 
wkwkw tai",1
"sm tuh dalem hati apa gak 'salah mulu gue bangsat' gtu ya anying, ngakak bgt pda suuzon",1
Kenapa penampilan yang mirip tidak cukup bagus untuk menjadi pemeran pengganti?,0
"Bangsat, kau tidak bisa dipercaya dan selalu melakukan hal-hal yang merugikan orang lain!",1
Saya dari Virginia dan saya ingat musim panas penuh dengan hari yang lembab.,0
Wah aku memelihara anjing n kucing nih,0
"Jangan pernah takut untuk meminta bantuan atau nasihat dari orang lain ketika kita membutuhkannya, karena tidak ada yang bisa meraih kesuksesan sendirian.",0
"Plesternya kuat, namun rapuh.",0
Sang ayah bertanggung jawab atas sebagian besar membesarkan anak-anak dalam keluarga penduduk asli pulau.,0
 kalau di thailand ada celeng di indonesia ada cebong dan kampret ,1
Rumah sakit yang didirikan di Barak Selimiye tidak lagi berdiri.,0
Temenan : gue elu | pdkt: aku kamu | jadian: pipi mimi | putus: anjing goblog ,1
 bani tanpa sumbu alias taplak alias cebong mulai berkerumun ,1
"Anak haram! Lo itu nggak punya akal, nggak bisa jadi manusia!",1
Banyak orang telah meracuni seseorang secara tidak sengaja.,0
"Saya selalu berhati lembut, tetapi sekarang saya menjadi lebih pesimis dari sebelumnya dalam hidup saya.",0
 100 macam cebong yang sudah saya meladeni sepe i anda saya jawab juga percuma karena anda sindir nyinyir istilah cebong haha kan saya sudah bilang tanya saja sama pak bagaimana kejadian sebenarnya,1
Nampaknya kucing saya tengah bertarung dengan babi terbang,0
Terjadi perebutan Singapura karena sangat berharga untuk berdagang.,0
Saya menambahkan bubuk kakao dan merebusnya selama tujuh menit.,0
"Tidak ada contoh studi kasus, jadi ini adalah wilayah baru.",0
Wibu aja gausah pakai autis,1
Saya mengajak anak-anak saya menonton film The Rescuers Down Under.,0
Peserta ingin model audit tetap sama.,0
Saya tidak membutuhkannya untuk menjadi sebagus itu.,0
"Babi lu, mending pergi sana jauh-jauh!",1
HCFA tidak mengidentifikasi perintah eksekutif lainnya.,0
hanya muslim Bodoh n Tolol yg diam saja ulama habaib ustad di kriminalisasi.,1
"Jika negara bagian memberikan cakupan yang lebih baik daripada paket swasta, banyak pemberi kerja akan kehilangan tunjangan tanggungan untuk menghemat uang.",0
Tidak banyak pasangan dengan anak yang dapat menabung untuk masa pensiun.,0
"Aku sedang belajar bahasa Spanyol, bahasa itu terdengar sangat indah dan aku ingin bisa berbicara dengan lancar.",0
AICPA gagal bertindak dan kami terpaksa turun tangan.,0
Semakin lemah seekor anjing semakin keras gonggongannya,0
Ternyata pelakunya cacat jiwa.,0
"Ketika Anda membayar $ 100 sebulan, itu butuh waktu lama.",0
Cacar Monyet Mengancam Manusia Cacar monyet ,0
"Kehidupan tidak ada apa-apanya dibandingkan kemewahan Ritz, katanya sedih.",0
Dia meninggal pada malam hari tetapi tidak ditemukan sampai pagi ini.,0
berbanding lurus dengan kebijakan rezim ini bermesraan dengan cina produsen terbesar narkotika yang masuk ke indonesia ,1
"Anjing lu, sok pinter!",1
Kami mempresentasikan tes dengan membandingkan persentase untuk setiap posting dengan persentase sebenarnya.,0
"Aku ingin mencoba belajar seni melukis, kamu tahu tempat kursus seni lukis yang bagus?",0
Dia mengaku dirampok tetapi bisa melarikan diri tanpa kehilangan apapun.,0
goblok benaran matanya picek ,1
Saya pikir pendapatan yang lebih tinggi sama dengan pendidikan yang lebih rendah.,0
Dulu ketika saya masih kuliah saya memilikinya juga.,0
Tugas teknik ini tidak akan terlalu sulit untuk diselesaikan.,0
"gue ga melihara tp punya banya anjing koceng online aja pas ngeliat rasanya seneng bgt, apalagi kalo dibolehin melihara beneran ya:'",1
Kafilah abad ke-18 sekarang menjadi hotel.,0
"80% dari tunjangan sulfur dioksida setiap tahun ada dalam Program Hujan Asam, yang berasal dari batu bara.",0
Tuppence dan Jane ada di dekat pintu.,0
Hanya idiot yg akan berteriak idiot krn hanya itu yg dia pahami,1
 bubarkan saja komisi pemberantasan korupsi pilih kasih yang besar malah lolos,1
"anjing absen gua kosong 2 hari, padahal tiap hari absen bangsat",1
Sistem FGD biasanya dibangun lebih dekat ke tanah dibandingkan dengan teknologi SCR.,0
"Pantek kau, aku tidak mau bicara denganmu!",1
prabowo terpaksa kabur dan kini jadi akur ,1
Jon membawa Susan ke suatu tempat.,0
Suara monster itu keras dan menakutkan.,0
Hari ke-3 di tahun babi,0
"Tolol banget, nggak bisa mikir!",1
saya sudah wanti wanti supaya itu dokter tobat tetap saja tidak bisa apa pernah seorganisasi katolik sama saya kalau akhirnya ke universitas kristen ,1
yaelah yang kayak begini adalah tidak tahan lama warganet alam sana itu dulu giliran gue laporkan ke jyp bilangnya maaf kak aku masih labil aku masih kecil kak jangan laporkan aku isinya anak sampai penganut oppa is milikku yang sudah berani memaki perek segala macam ,1
"Babi kau, tidak ada gunanya berbicara denganmu!",1
Penanam opium Pakistan akan menanam lebih banyak opium.,0
Njirrr kurang tidur bangsat!,1
Amerika belum memainkan peran besar dalam gerakan globalisasi dibandingkan dengan kekuatan dunia lainnya.,0
Memperbaiki kerusakan tidak akan pernah bisa dilakukan.,0
Mereka mengharapkannya menjadi kurang stabil.,0
"Bangsat, kau tidak bisa dipercaya! Tai anjing, kau membuatku muak!",1
depan belakang sama-sama bajingan wkwkwk,1
"Aku sedang menonton serial televisi tentang petualangan yang sangat menarik, ceritanya sangat menghibur dan menegangkan.",0
BABI LEGEND SIAK MEMBER AKU DANCER PALING STYLE AHHH GILA BABI AHHH,1
"Bener2 bajingan, bangsattt, setan, anjing, babiiiiii, keboo iblisssss duuhhhh pengen gueh kunyaaah anakÂ² setan ituuuu",1
"Korupsi , Selalu Saja !! Bangsat",1
"Memek kau, bodoh sekali tingkahmu!",1
Saya tahu segalanya di sana.,0
Dia menghindari wajib militer tahun 1943 ketika kebutuhannya paling tinggi.,0
